File,Affinity,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,tox21_pca_NR-AhR_SVM_predictions,tox21_pca_NR-AR-LBD_SVM_predictions,tox21_pca_NR-Aromatase_SVM_predictions,tox21_pca_NR-AR_SVM_predictions,tox21_pca_NR-ER-LBD_SVM_predictions,tox21_pca_NR-ER_SVM_predictions,tox21_pca_NR-PPAR-gamma_SVM_predictions,tox21_pca_SR-ARE_SVM_predictions,tox21_pca_SR-ATAD5_SVM_predictions,tox21_pca_SR-HSE_SVM_predictions,tox21_pca_SR-MMP_SVM_predictions,tox21_pca_SR-p53_SVM_predictions,Average Distance
out_22964_EGFR.pdbqt,-9.7,N#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.961842627815831,-1.88809694,0.8631301145677869,-0.251547015,1.5918283720123478,1.186729385889713,-0.712118003,-1.488189582,-0.323288554,-0.261745604,0.1478304930981719,-1.118749257,-0.106865852,-0.436801211,-0.387647676,0.5837637817593792,0,0,0,0,0,0,0,0,0,0,0,0,3.5249999999999995
out_10470_EGFR.pdbqt,-7.5,C-Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,3.5897951033008693,-0.50220873,0.371672272455377,-1.891537306,-0.421479948,1.454086626904305,-0.106848694,-1.243732307,0.0569897195603072,-0.524926895,1.0438523433629736,-0.643907156,-0.759500205,-0.088385864,-0.180599234,-0.24694305,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10528_EGFR.pdbqt,-8.2,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1C,2.962808894760068,-1.668612233,0.5219424005568469,-0.741941693,1.623055716288983,1.25723978940432,-0.14882955,-1.327003645,-0.304270165,-0.022915915,0.59005406473146,-0.771904567,-0.203144666,-0.237693635,-0.133094342,0.5316180419793333,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10542_EGFR.pdbqt,-7.3,C-Oc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OC,3.5897951033008693,-0.50220873,0.371672272455377,-1.891537306,-0.421479948,1.454086626904305,-0.106848694,-1.243732307,0.0569897195603072,-0.524926895,1.0438523433629736,-0.643907156,-0.759500205,-0.088385864,-0.180599234,-0.24694305,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10577_EGFR.pdbqt,-9.2,FCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.032413622511603,2.4965819105975364,0.1297972545283498,1.962607829897974,0.1714166982008162,0.6052224908948863,0.3643506019794386,1.1435480827784723,0.0535776190074852,-0.598936696,-0.579285527,-0.641290025,-0.544212768,-0.373767052,0.2182863302581915,-1.053623238,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10580_EGFR.pdbqt,-8.3,COCc1ncnc(Nc2ccc(F)c(Cl)c2)c1C=COCCCN1CCOCC1,2.883114453153443,2.0673910616571702,0.0620191865269591,2.406184656995721,-0.528782929,0.6894411157176508,0.3584203920783502,1.2998865304487834,0.2872196692963937,0.7033295971472998,-0.155486438,0.4411474135251946,-1.048904034,-0.648485411,0.0024416593051036,-0.194655739,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_10622_EGFR.pdbqt,-9.5,C=CC(=O)NC(=Cc1cncnc1NCC=CCCF)COCCCN1CCOCC1,0.7042074358560173,0.7081316041489097,-1.714908687,1.4784754639813855,1.7915009350489075,0.2636479592294911,-0.639985886,1.7307883698385604,1.9484684524489937,-0.368864991,0.0721701565568433,0.950461920228028,-0.605044315,0.0318919125496107,0.5836852384001984,0.0826518616859988,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10623_EGFR.pdbqt,-8.9,C=CC(=O)Nc1cc2c(NC3=C(F)CC(Cl)=C3)ncnc2cc1OCCCN1CCOCC1,2.721263568493909,1.4889961054436809,-1.815018079,1.4507990101734427,2.02473291917775,0.6334447780659128,0.4176171309388437,0.77676314652403,0.7255056072912313,-1.763871323,-0.230387504,0.2433362261134647,-0.488489033,-0.156793931,0.961435979078674,-0.795989934,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10843_EGFR.pdbqt,-6.7,N#Cc1cnc2ccc(NC(=O)C=CCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,1.9052187562022624,0.2131288586653112,0.2381067559986012,3.4580450617883987,0.8745304485976094,0.4476984220429097,0.4787895421963706,0.0155356368930651,0.7246876256681721,-1.070474584,-1.629770823,-1.200041528,0.7754598471028433,-0.885800619,-0.407040987,-0.016270433,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10862_EGFR.pdbqt,-7.9,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,1.903302413710372,0.4847008827726913,0.6085765231048431,3.0808145853065634,0.7828819335452704,0.4283241295794021,0.5927540615498705,0.140633100869697,0.6587322704499562,-1.021842645,-1.743125091,-1.13784933,0.6475751210042603,-1.076411676,-0.094624458,0.0623813831346386,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_10916_EGFR.pdbqt,-8.3,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NC4=CC=C=CC4)c3cc21,1.887885253953892,0.844728306274524,-1.584285169,-0.927641043,2.5706276787709346,0.5580645835976195,1.0381239094974462,0.8179712185471284,-0.888300098,1.9096991466511568,-0.70785374,-0.996736412,-0.467311382,0.3959934662567476,0.5405741393845392,-0.003620569,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_10931_EGFR.pdbqt,-7.8,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NCCCBr)c3cc21,1.889959158600808,0.342953823886473,-1.867456037,-0.88298478,2.294374194199185,0.7135492194680516,0.7597951611307728,0.9210949143481888,-0.898873771,1.6262889382811947,-0.40637421,-1.09694449,-0.472160441,0.8811424436991799,1.1559321878700006,0.3216095562437367,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11036_EGFR.pdbqt,-6.9,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NC=CC=CCOCOC)c3cc21,1.7940616108158132,0.1532034862440333,-2.745462776,-0.750088548,1.827714899159168,0.6937782641576149,0.4603823743066874,0.8303891165996308,-0.674420464,1.5720672287354662,-0.560467408,-1.008161392,-0.398895063,0.9557120935127916,0.7229755221006795,-0.072692299,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11405_EGFR.pdbqt,-9.5,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NC4=C=CC(O)=C4)c3cc21,1.9811615002062413,0.4391682422805207,-1.843191294,-0.823554759,2.386217239705714,0.6165546252344914,0.9219346925709476,0.7617734923863237,-0.941904548,1.6932317219286086,-0.521534848,-0.847528311,-0.417716787,0.5736651599973651,1.0400559752186849,0.2351279779336872,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11449_EGFR.pdbqt,-7.5,C#CC=CC=CNc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12,1.7349155141579051,0.0118993890980934,-2.489153061,-0.638009848,2.168139298138639,0.7476428393586537,-0.008652557,0.7206737421626349,-0.774616211,1.528579927815283,-1.131371613,-1.323172321,0.1139045253442328,0.7560424826864833,0.5666656813181831,-0.022887781,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11463_EGFR.pdbqt,-6.9,C#Cc1cccc(Nc2nc-nc3cc4oc(=O)n(CCCC(=O)OCC)c4cc23)c1,2.967738698637706,-0.446800104,-0.594481279,-0.773571466,2.182941892822806,2.158875114301717,0.6633036203857892,0.8134212946349255,-0.70432336,2.287112740711668,-0.727510615,-0.80613486,0.5925834271555173,0.8060647824955856,0.3629600717823757,-0.356309667,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11530_EGFR.pdbqt,-8.3,COc1cc2ncnc(C3=CNC4C5=P-C(F)=C5C34)c2cc1OC,1.6097040051128726,1.2739105193163691,-0.79975552,-1.717150698,-0.863894838,-0.647503068,0.5943315104257326,-0.931048471,-0.01909714,-1.352568651,0.0166271518077773,-0.64422601,0.0723317507162491,0.6852173888617282,0.4807977377436793,0.0109286364484622,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_11561_EGFR.pdbqt,-9.1,COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OCCCN1CCOCC1,3.673464065307045,2.235646952416789,-0.6385812,0.0657349914490283,-0.006738674,1.230426170773174,0.7072440268199393,1.1915395324475524,0.4522924155172146,-0.765120472,-0.451517462,-0.460735852,-0.879526305,-0.63993636,-0.401031529,-1.520914862,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11567_EGFR.pdbqt,-7.4,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.270443911076498,2.643425681173628,-0.354860071,1.318137231591542,-0.536000424,0.8528374710651366,1.1433198653231622,0.9718508683683066,0.1444420057606806,-0.765144608,-0.429603594,-0.507255952,-0.778598163,-0.572654474,-0.155269791,-1.173410168,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11672_EGFR.pdbqt,-7.5,C=C=C(O)CCNc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12,1.8506642177270556,0.216794928283696,-2.070557886,-0.793150673,2.307184730990649,0.6450453429141099,0.5034132611290059,1.0734480477657538,-0.986633929,1.4280015052926498,-0.740894399,-0.915435958,-0.049855783,0.8491235707754258,1.1450557752555577,0.0340459070078957,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11673_EGFR.pdbqt,-10.3,C=C1C(C)=CC=C1Nc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12,1.994950945771128,0.4396398972650773,-1.867930852,-0.768437116,2.4598883684773982,0.5286836848198176,0.826326824325808,0.7630297352554603,-0.912123,1.705973143543576,-0.41028461,-0.936513289,-0.376855378,0.6917162166080318,1.0368630051286991,-0.189905416,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11793_EGFR.pdbqt,-7.2,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(C)CNC4CC4)cc23)c1,3.3010934990300287,0.0492676716328624,-0.267449,-1.433554417,-0.435181152,1.3496731677898266,-0.395877183,-0.651485564,0.1079928216319118,0.0207001518319616,0.4047338174961358,0.2783571736390076,1.5737549149911905,0.0541779994871715,-1.042246632,-1.108395548,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11806_EGFR.pdbqt,-8.2,C#Cc1cccc(Nc2ncnc3cc(OC)c(NBr)cc23)c1,3.4158350380098965,-0.226792962,0.1037494175460832,-1.750964189,-0.465585424,1.444997088590437,-0.248824009,-1.046741693,0.2344226115946192,-0.149733581,0.2714500296150256,-0.26931511,1.03214066526734,-0.028394574,-0.834468595,-0.978244039,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11838_EGFR.pdbqt,-9.2,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)C=CN(C)C4CC4)cc23)c1,2.959927730939308,-0.986566268,-0.897427989,-0.331839471,1.2973775065868085,1.416857833749844,0.1741318070022705,-0.893911831,-0.022126776,0.3343056818136448,0.1685605287938175,0.0223750887513665,2.0488728584009537,0.49041094261891,-0.824511783,-0.684421333,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_11883_EGFR.pdbqt,-9,B#CNc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,3.752176172121697,1.8435262028132828,0.414749103380944,1.6725576988268749,-0.128490732,-0.080224071,-0.140986715,-1.084479094,-0.52426766,-0.894308434,-0.833084791,0.4707991930571045,1.5001560780140892,0.1884603759046714,-0.557888677,-0.422186094,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_11886_EGFR.pdbqt,-8.6,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CNC=C(F)F,3.8394343096737815,0.0382483362592455,-0.9378071,1.3218800561745387,-0.166759415,-0.725646535,1.7904343292347258,-1.386780675,-0.781895229,-0.998853164,0.4021434998478906,0.0062305901040844,0.5953645794260445,-0.117276123,-0.546730262,-0.626495329,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_11970_EGFR.pdbqt,-7.5,B#CC(C)NC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,3.863865683449094,-0.14890337,-1.101775014,1.3341597095719249,-0.253186252,-0.659755022,1.5418700124134044,-1.426136181,-0.919039578,-0.937030261,0.0921054883067822,-0.041783467,0.8770637175473268,-0.284151313,-0.658277537,-0.573023565,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_12201_EGFR.pdbqt,-9.6,CN(C)CC=CC(=O)NC1=CC(=NC=NCNc2ccc(F)c(C#N)c2)C=C1OC1CCOC1,0.0390264225713234,-0.401129812,-0.967757401,2.7009748541860623,-0.135957518,1.159315618351166,0.2679811314847833,-0.822061769,0.0769247178664968,-0.831604125,-1.17653948,0.4921086945931537,1.3937237207508737,0.6308222571663168,-1.281430096,0.9851255062779982,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12329_EGFR.pdbqt,-6.8,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NOC=CCN(C)C)cc23)c1,3.412895844718989,-0.65498667,-0.770696665,-0.957537802,-0.547607309,1.613676180100618,-0.680513786,-0.562257504,0.57219034896807,0.7030226777018291,0.0066876134993913,-0.411993027,1.1480243786039643,0.3794717166976618,-0.214487494,-1.742458184,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12345_EGFR.pdbqt,-7.9,C#Cc1cccc(Nc2ncnc3cc(OCCC)c(NC(=O)C=CCN(C)C)cc23)c1,3.329500963642621,-1.613038428,-1.226539135,-0.208535366,1.1141541956178784,1.359631439979374,0.0457088848479015,-0.758592063,0.1263918447396004,0.2568195856555991,-0.062708339,-0.335595463,1.5079102822282042,0.476524202418325,-0.245987151,-1.165510761,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12448_EGFR.pdbqt,-8.5,C#Cc1cccc(Nc2ncnc3cc(OCCCOC)c(NC(=O)C=C)cc23)c1,3.4183628773172816,-1.467353318,-1.317325837,-0.476161648,0.8959236577714731,1.5651489024856422,0.1981044772743161,-0.816498921,0.574529826647228,-0.244476682,0.0708740305954698,0.2181453032833648,1.002130838699696,0.3671701433112537,0.0390580516829499,-1.640036498,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12458_EGFR.pdbqt,-8.8,C#Cc1cccc(Nc2ncnc3c(Br)c(OC4CCOC4)c(NC(=O)C=C)cc23)c1,2.288299293360821,-0.717822994,0.138510823105854,0.4711009448626164,1.922621758320269,1.967258003202527,-0.942003215,-1.535589326,0.6693977374176316,-0.919412783,0.0926858182607962,1.834924801188081,1.5857439373108466,0.0485708684221425,-0.443222225,-0.175769719,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12509_EGFR.pdbqt,-7,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)C=C)cc23)c1,3.422114173136019,-1.498618625,-1.302090115,-0.543281235,0.7905886601093847,1.5459491586427394,0.1688605626659456,-0.963803933,0.5947643411757917,-0.28015126,0.0775841287853084,0.2768177489995927,1.1281852066397848,0.3197354685510428,-0.025264916,-1.617842214,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_12804_EGFR.pdbqt,-9,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1O,3.421204520731888,-0.832206558,0.2878043632153585,-1.697500495,-0.200479857,1.4241222941352834,-0.014786889,-1.18954947,-0.105829434,-0.413853618,0.9937334975249285,-0.502897058,-0.690897132,-0.278040785,-0.134828811,0.0773341932799367,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13035_EGFR.pdbqt,-8.5,COc1cc2ncnc(Nc3ccc(NC(=O)OS-C)c(C)c3)c2cc1OC,3.378297714165629,-0.506907191,-0.900001186,-1.12021794,0.4773180019424278,0.0447153794712912,1.4835423054759906,-0.85004768,-0.354607221,-0.467577105,-0.132500222,-0.359686749,-0.119516985,-0.504199639,-0.736769701,-0.503975936,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13098_EGFR.pdbqt,-7.1,COc1cc2c(N3C=C=C(NC(=O)Nc4cccc(Br)c4)C=C3)ncnc2cc1C,2.1815585742295083,-1.003307273,7.2685608603976e-05,-1.50971717,0.5448952646535958,1.3008974346125963,1.462387123789442,-0.991132085,0.1228249849976592,-1.170343695,0.8322401233196669,-0.821396202,-0.688640814,-0.570541726,0.2248249956392051,0.7599416650066124,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13593_EGFR.pdbqt,-6.7,C=CCN1CC(OCCCN2CCOCC2)C2=NC=S3(Cl)=C=C2C1C3F,-0.69939836,2.049697572333107,-0.455653885,1.062890726089716,0.3038995554291319,0.8510545727192997,-0.560793332,1.5315857201788368,1.1431965220245923,-0.81905863,0.2091124476036517,0.3698415358460509,-0.234421837,-0.708601175,1.0976465237201942,-0.600724718,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13599_EGFR.pdbqt,-8.2,C=C(Cl)C=CC=CNC(F)=C1C=C2C(COCCCN3CCOCC3)=CC21,-0.715616951,1.4203614815673598,-1.027094605,1.834762695330011,0.2433177471803039,1.1688703601207562,-0.516669616,1.172410600473818,1.3148686844397746,-0.71928314,-0.04647499,0.6823864618390861,-0.276730903,-0.294115758,0.4659254360417801,-0.249804488,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13816_EGFR.pdbqt,-9.8,COc1cc2ncnc(NC3=NC(Cl)C(F)=CC3)c2cc1OCCCN1CCOCC1,2.860571478005171,2.9521452799303702,-1.455012852,-0.330505245,0.1196467934302694,1.021517868875258,0.4593462442963085,1.0769349662246186,0.8418355527534996,-0.961398791,-0.090350122,-0.3440958,-0.489534464,-0.411660338,0.0426709833357125,-0.753646715,0,0,0,0,0,0,0,0,1,0,0,0,3.534562334244068
out_13823_EGFR.pdbqt,-10.2,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.270443911076498,2.643425681173628,-0.354860071,1.318137231591542,-0.536000424,0.8528374710651366,1.1433198653231622,0.9718508683683066,0.1444420057606806,-0.765144608,-0.429603594,-0.507255952,-0.778598163,-0.572654474,-0.155269791,-1.173410168,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_13827_EGFR.pdbqt,-8.5,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OCCCN1CCOCC1,3.788666179090581,1.7857228283320177,-0.177465922,-0.395699132,0.0525279616364182,2.061968717999597,0.3544537628166787,1.3665200387406051,0.926818881477496,-0.925352573,0.041128256127254,-0.213211685,-0.854511116,-0.13664631,-0.024024402,-0.848013508,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_14062_EGFR.pdbqt,-6.2,COC1P-c2ncnc(Nc3ccc(F)c(Cl)c3)c2C=C1OCCCN1CCOCC1,2.788410874282791,2.509420574883701,0.4847253259462301,2.175665308400581,-0.458007272,0.6112969948097359,0.67246145456977,1.0875962438136246,0.2619590530248616,0.601002299589796,0.0257222505090842,0.6987129883523686,-0.555448574,-0.774653224,-0.33129701,0.2174142959269226,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
out_14063_EGFR.pdbqt,-8.4,COc1cc2ncnc(Nc3ccc(F)c(BCl)c3)c2cc1OCCCN1CCOCC1,3.911712331522657,2.472442368667106,-0.575998587,0.506577937808023,-0.189773074,1.1182373955005334,0.8099121382487113,1.0272892014866382,0.5300628795169834,-0.825044669,-0.334404889,-0.495779286,-0.895448745,-0.44903235,-0.173569078,-1.086065057,0,0,0,0,0,0,0,1,0,0,0,0,3.534562334244068
