,DSSTox_CID,SR-HSE,SMILES
75,4658,0.0,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1
76,27431,0.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
77,249,0.0,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
78,17262,0.0,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl
79,5103,0.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
80,26488,0.0,Cl.Nc1cc(C(F)(F)F)ccc1S
81,5560,0.0,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
82,26909,0.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
83,9551,0.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
84,4238,0.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
85,6879,0.0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
86,24434,0.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
87,12318,0.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
88,725,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
89,1415,0.0,CNCCCCOc1ccccc1Cc1ccccc1
90,27279,0.0,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
91,16436,0.0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
92,5928,0.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
93,22004,0.0,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
94,6553,0.0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
95,27669,0.0,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
96,26033,0.0,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
97,3613,0.0,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
98,8670,0.0,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
99,24726,0.0,Cc1ccc2c(Br)cc(Br)c(O)c2n1
100,132,0.0,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
101,9335,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
102,3356,0.0,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
103,14369,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
104,7194,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
105,10310,0.0,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
106,467,0.0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
107,2844,0.0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
108,3937,0.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
109,28979,0.0,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
110,17626,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
111,25522,0.0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
112,22348,0.0,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl
113,15172,0.0,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
114,24959,0.0,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl
115,2522,0.0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
116,3679,0.0,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
117,21130,0.0,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12
118,19688,0.0,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
119,4319,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
120,8011,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
121,18319,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1
122,26182,0.0,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
123,29303,0.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
124,7495,0.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
125,25699,0.0,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2
126,12898,0.0,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
127,27767,0.0,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
128,13387,0.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
129,23995,0.0,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
130,5012,0.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
131,12122,0.0,Nc1ccc(C(=O)Nc2ccccc2N)cc1
132,14828,0.0,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
133,4817,0.0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
134,2260,0.0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
135,12634,0.0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
136,4052,0.0,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
137,28744,0.0,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
138,26767,0.0,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
139,10169,0.0,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21
140,9675,0.0,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
141,13841,0.0,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
142,26986,0.0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O
143,5214,0.0,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
144,968,0.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
145,31535,0.0,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
146,5457,0.0,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
147,6052,0.0,Oc1ccc(Cl)cc1Cc1ccccc1
148,24353,0.0,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
149,10777,0.0,Oc1c(Br)cc(Br)cc1Br
150,28607,0.0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
151,843,0.0,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
152,17101,0.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
153,20118,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
154,1488,0.0,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
155,30037,0.0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
156,1216,0.0,CC(C)CCCC(C)N
157,1875,0.0,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
158,31402,0.0,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
159,1650,0.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
160,9064,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
161,6782,0.0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
162,29084,0.0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
163,31018,0.0,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1
164,24827,0.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
165,25118,0.0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
166,21701,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
167,14231,0.0,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C
168,16266,0.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl
169,22425,0.0,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1.Cl.Cl
170,5801,0.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
171,27160,0.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl
172,7743,0.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
173,25811,0.0,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC.Cl
174,26397,0.0,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
175,9227,0.0,Clc1ccc2c(c1)Nc1ccccc1S2
176,24523,0.0,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1
177,2730,0.0,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
178,3114,0.0,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
179,2180,0.0,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
180,3267,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
181,22068,0.0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
182,21528,0.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
183,7291,0.0,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1
184,23903,0.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
185,11283,0.0,CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
186,17755,0.0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
187,27350,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
188,676,0.0,Nc1ccccc1C(=O)OCC(O)CO
189,4404,0.0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
190,24122,0.0,O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
191,6444,0.0,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
192,12426,0.0,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
193,25424,0.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC
194,508,0.0,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
195,1379,0.0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O
196,24632,0.0,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
197,4553,0.0,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O
198,2014,0.0,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
199,28932,0.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
200,26547,0.0,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
201,5602,0.0,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2
202,7419,0.0,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
203,8300,0.0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
204,20579,0.0,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
205,2364,0.0,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
206,24212,0.0,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1
207,26138,0.0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
208,97,0.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
209,13255,0.0,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
210,1038,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
211,6981,0.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1C32OO4
